QM Energy	FF Energy
     0.000355796    -1.18745e-05
    -0.000797401     -0.00107029
     -0.00223366     -0.00187683
     -0.00343343     -0.00345994
     -0.00054308      -0.0005501
      9.4899e-05    -0.000114161
    -0.000960967    -0.000964062
     -0.00118549     -0.00104844
     0.000291341     0.000436208
    -0.000136425    -0.000132967
     0.000349722     0.000421637
      0.00127298      0.00180313
      0.00451627      0.00316863
     -0.00201567     -0.00169382
      0.00219268      0.00140669
      0.00127986      0.00164267
     -1.9524e-05    -0.000107269
      0.00888755      0.00749244
    -0.000454688    -0.000460499
      0.00196999      0.00213554
      0.00063617     0.000994136
     -0.00118975     -0.00154112
       0.0018542      0.00138271
      0.00487047      0.00571068
     -0.00021091    -0.000184677
      -0.0013172     -0.00149852
     -0.00225433     -0.00221536
     -0.00136355      -0.0010847
      0.00105214      0.00154655
      0.00106061      0.00107952
    -0.000634389    -0.000593457
      -0.0015815     -0.00157746
    -0.000343966    -0.000353175
      0.00462461      0.00470914
      0.00663923      0.00619597
    -0.000289816    -0.000327365
     -0.00111339     -0.00111592
     -0.00126685     -0.00127586
     -0.00105677     -0.00107548
     -0.00102412     -0.00102052
     0.000412606     0.000303571
    -0.000734781    -0.000730867
      0.00246315       0.0023896
     -0.00129675     -0.00130149
      0.00863873       0.0092024
    -0.000590673     -0.00103391
     0.000406006      0.00048344
      0.00216143      0.00183327
      0.00541488      0.00530308
     -6.6937e-05    -0.000107527
     0.000686633     0.000849741
     -0.00156945     -0.00152395
      0.00495292      0.00332284
    -0.000229969    -0.000205218
     -0.00169513     -0.00146891
    -0.000154736    -1.23756e-05
     -0.00135671      -0.0013074
     -0.00101897     -0.00102096
    -0.000950924    -0.000825597
     -0.00149042     -0.00144345
      0.00364659      0.00420878
     0.000652315     0.000641984
     -9.1243e-05    -1.31654e-05
     -0.00097745    -0.000972384
    -0.000536302    -0.000536444
    -0.000757703    -0.000776764
     -0.00237045     -0.00250572
      0.00364226      0.00420025
     0.000449307     0.000442859
      0.00023767     0.000659998
    -0.000549373    -0.000396858
        0.005325      0.00594424
      0.00489239      0.00636451
     -0.00263918     -0.00260494
     0.000370654     0.000280701
      0.00937646       0.0076959
       0.0055193      0.00548171
     -9.7076e-05    -4.89441e-05
       -0.002047     -0.00244503
      0.00158012       0.0029485
      0.00416828      0.00352035
    -0.000760755    -0.000758185
      0.00124621      0.00154337
      -0.0024498     -0.00239206
    -0.000844468    -0.000827013
     0.000172972     0.000217747
    -0.000664276    -0.000658802
    -0.000487731    -0.000489206
     0.000146334     0.000147401
     -0.00053042    -0.000539878
      0.00494642      0.00414115
      0.00548818      0.00512255
    -0.000206756      -0.0001754
     0.000815487     1.25395e-05
     -0.00154532     -0.00154821
    -0.000996277     -0.00100868
     -0.00117192     -0.00141653
    -0.000130599    -5.31689e-05
      0.00738223      0.00710934
     0.000198575     0.000158839
      0.00173226      0.00203145
      0.00126926      0.00145804
     -0.00116754     -0.00115113
    -0.000807772    -0.000813942
    -0.000162451    -0.000162698
     0.000841587     0.000779856
     -0.00136195     -0.00133638
     0.000613449     0.000714288
      0.00340588      0.00189688
     -0.00218556     -0.00212962
      0.00330121      0.00254679
    -0.000641953    -0.000611399
      0.00973709      0.00913546
     -8.2774e-05    -7.59562e-05
     -0.00104221     -0.00105629
      9.1568e-05      0.00011639
       0.0143878       0.0143431
     -0.00135532     -0.00134304
     0.000569969     0.000589713
    -0.000239734    -0.000261353
     0.000990451      0.00107168
     -0.00133358    -0.000481458
    -0.000405898    -0.000379562
     0.000636489     0.000696224
     -0.00246074      -0.0021904
      0.00037696     0.000420037
      0.00102278      0.00112753
    -0.000381098    -0.000351606
     -0.00064126    -0.000890034
      0.00180782      0.00173608
     -1.5827e-05    -0.000238757
     0.000472784     0.000541768
     -0.00163013     -0.00162498
     0.000524836      0.00101337
      0.00807671      0.00795471
      0.00617839      0.00620145
    -0.000175916    -0.000156988
      0.00448548      0.00358468
    -0.000429777    -0.000434815
     -0.00164184     -0.00110194
     0.000318904     0.000349858
    -0.000524592    -0.000613691
     0.000404086     0.000369761
      0.00497594      0.00418269
     0.000716817     0.000767964
        4.38e-05     5.84507e-05
      0.00165555      0.00088858
     -0.00220424     -0.00179795
    -0.000297067    -0.000279483
    -0.000322391    -0.000444647
    -0.000932236    -0.000978516
     -0.00148085     -0.00107809
    -0.000752543    -0.000755462
     -0.00141969     -0.00142826
     -0.00127345     -0.00124518
