QM Energy	FF Energy
     0.000442597     0.000429839
     0.000860534     0.000937163
      0.00147472      0.00132846
     0.000725346     0.000651267
     0.000672637     0.000536592
     0.000432082     0.000510503
     0.000530976     0.000529314
      0.00091726     0.000980894
       0.0161777         0.01617
     0.000487274     0.000394359
     0.000138044     0.000124033
      0.00037324     0.000355698
     0.000297574     0.000279591
     0.000384758     0.000302297
       0.0020048      0.00202884
      0.00313467      0.00297867
     0.000194687     0.000226327
     0.000962607      0.00102819
      0.00222814      0.00198519
       0.0178838       0.0170941
      0.00115057     0.000921221
     0.000640588     0.000657943
        0.011115        0.010749
       0.0285144       0.0286324
       0.0230271       0.0228554
      0.00570385      0.00567846
     0.000355346     0.000339105
     0.000790351     0.000707248
       0.0164154       0.0159847
      0.00424282      0.00404832
     0.000467209     0.000511494
      0.00923955      0.00943808
       0.0201108       0.0190809
      0.00250483      0.00251918
      0.00716666      0.00646169
       0.0140208       0.0130287
       0.0167856       0.0162125
      0.00112932       0.0014193
       0.0086291      0.00882593
      0.00317898      0.00344259
     0.000365541     0.000375006
      0.00183209      0.00206161
      0.00423431      0.00467329
      0.00968453       0.0101338
       0.0011905       0.0011986
      0.00112997     0.000953688
     0.000371173     0.000270111
      0.00053964     0.000620046
      0.00193204      0.00202189
       0.0130778       0.0134814
      0.00106042      0.00107664
     0.000624605     0.000598416
       0.0139362       0.0139604
     0.000199934     0.000244018
     0.000220081     0.000217255
       0.0212985       0.0200377
     0.000213752     0.000176965
     0.000382836     0.000432357
      0.00239974       0.0027056
       0.0167603       0.0171831
      0.00552218      0.00480182
      0.00139684      0.00136535
     0.000800407     0.000834488
      0.00482707      0.00460275
      0.00702929      0.00656949
       0.0252703       0.0270417
      0.00045141      0.00035855
      0.00172999      0.00195379
      0.00270174      0.00272782
     0.000690214     0.000690493
      0.00461323      0.00486759
       0.0196055         0.01829
     0.000364714     0.000389529
       0.0120437       0.0110677
      0.00636837      0.00640491
      0.00955334      0.00971153
       0.0113223       0.0120373
     0.000371719     0.000416252
      0.00882786      0.00888608
       0.0380777       0.0361749
