QM Energy	FF Energy
     -0.00545747      -0.0017232
     -0.00434959     -0.00459576
    -0.000430854    -0.000721388
     0.000910405      0.00127461
     -0.00313975     -0.00421404
     0.000157979      0.00037279
    -0.000713914    -0.000339622
     -0.00909759     -0.00975264
     -0.00287996     -0.00406822
     -0.00191055     -0.00284692
     0.000317748      0.00111684
     -0.00535636     -0.00459239
     -0.00175963     -0.00212688
     -0.00213541     -0.00338288
      0.00380282      0.00405955
    -0.000842391    -1.87982e-05
     -0.00376625     -0.00477921
      9.5581e-05     0.000117357
    -0.000853238    -0.000373715
     -0.00283447     -0.00256598
      0.00133314       0.0016265
     -0.00053784    -5.38879e-05
     -0.00104352     -0.00146676
      -0.0010877    -0.000794228
     -0.00984892      -0.0105739
    -0.000410794    -3.74193e-05
    -0.000253072    -0.000458728
    -0.000309082    -0.000470607
      0.00107856      0.00136038
     -0.00368702     -0.00515625
    -0.000865826     -0.00114222
     -0.00153231     -0.00158654
    -0.000190199     -0.00041569
     -0.00471259     -0.00587588
    -0.000270846    -4.04446e-05
      0.00022146      0.00026353
     -0.00210929     -0.00185578
    -0.000127053     0.000102407
     0.000265609     0.000571755
     -0.00273721     -0.00108457
     -0.00154885     -0.00128368
     -0.00124011    -0.000691157
     -0.00553948     -0.00445159
     -0.00161282    -0.000440455
     -0.00120737     -0.00255125
     -0.00288676     -0.00134978
     -0.00275509     -0.00228053
     -0.00262285     -0.00411623
    -0.000494071    -0.000782611
      0.00364722      0.00383278
      0.00179816      0.00154382
     -0.00340634     -0.00132916
     -0.00680629     -0.00649995
    -0.000340768     5.86249e-05
     0.000902857     0.000388787
     0.000789643      0.00143201
       0.0002663     0.000894007
     -0.00411784     -0.00502621
    -0.000587482    -0.000470189
     -0.00479529     -0.00358885
     -2.3772e-05    -3.21457e-05
     0.000283361     0.000653929
     -0.00118665     -0.00129258
      0.00303093      0.00268485
     0.000183941      0.00115587
    -0.000222006     0.000112577
     -0.00133737     -0.00142035
    -0.000173703    -0.000385845
     -0.00147926     -0.00125919
     -0.00327231     -0.00424954
      -9.057e-05     0.000675953
    -0.000845559     0.000364042
     -0.00116217    -0.000522948
     0.000252784     0.000486018
     -0.00183889     -0.00316578
      0.00170057      0.00209248
     -0.00143976     -0.00135867
      -7.512e-06    -0.000196476
      0.00153721      0.00197218
     -0.00355491     -0.00435343
     -0.00607057     -0.00646482
    -0.000975514    -0.000557376
     0.000530646     0.000690179
     -0.00199618     -0.00213136
    -0.000249511    -0.000631779
      0.00315131      0.00331384
    -0.000575407     -0.00100466
     -0.00384613     -0.00475812
      -0.0161673      -0.0169039
     -0.00110457     0.000435243
     -7.9104e-05     0.000483386
     -0.00575964     -0.00626842
     -0.00249474      -0.0058696
     -0.00130542     -0.00191904
     -0.00135716     -0.00228703
     -0.00632102     -0.00562843
     -0.00152753     -0.00174141
     -0.00305112     -0.00439031
