# Eelst 		 Emultipole 
     -0.00016274      -0.00011530
     -0.00007144      -0.00008973
     -0.00376199       0.00009671
     -0.00551715       0.00018306
     -0.00001391       0.00007220
     -0.00179582      -0.00005151
     -0.00094737      -0.00005174
     -0.01139601       0.00006423
     -0.00015832      -0.00000717
     -0.00052743      -0.00003117
     -0.00008809      -0.00010308
     -0.00017428       0.00005925
     -0.00004324       0.00006757
     -0.00260455       0.00012988
     -0.00003745       0.00003613
     -0.00146558       0.00020517
     -0.00425750       0.00016209
     -0.00356001      -0.00006072
     -0.00019821       0.00011621
     -0.00218174      -0.00005863
     -0.00262535      -0.00005555
     -0.00090315       0.00008890
     -0.00015316      -0.00001781
     -0.00207295      -0.00015719
     -0.00538015       0.00009049
     -0.00464728      -0.00006756
     -0.00005625      -0.00003931
     -0.00004274      -0.00003330
     -0.00094691       0.00012849
     -0.00007047       0.00006706
     -0.00003673       0.00005298
     -0.01195984      -0.00042796
     -0.01062380       0.00018914
     -0.00372014      -0.00005124
     -0.00019041      -0.00008462
     -0.00023453       0.00004441
     -0.00058058      -0.00000471
      0.00001656      -0.00003129
     -0.01481336      -0.00008156
     -0.00038803       0.00003602
     -0.00009987      -0.00004528
     -0.00230700      -0.00024073
     -0.00010213       0.00000522
     -0.00026699       0.00005987
     -0.00018436      -0.00006306
     -0.00254766      -0.00001547
     -0.00012506       0.00006610
     -0.00105265       0.00011972
     -0.00006499      -0.00001740
     -0.00032660       0.00002213
     -0.00030444       0.00003831
     -0.00005207       0.00004901
     -0.00192280       0.00022668
     -0.01032883      -0.00018039
     -0.00019869      -0.00011508
     -0.00038800       0.00003309
     -0.00104378       0.00005047
     -0.00638384      -0.00010683
     -0.00214300       0.00003968
     -0.00072220       0.00003424
     -0.00048275      -0.00008471
     -0.00552706       0.00031112
     -0.00064207       0.00013184
     -0.00247217       0.00019739
     -0.00020397      -0.00000500
     -0.00093968      -0.00015794
     -0.00030782       0.00010394
     -0.00645757      -0.00007866
     -0.00361073      -0.00043027
     -0.00063088       0.00006255
     -0.00060926      -0.00007417
     -0.00002692       0.00006266
     -0.00034538       0.00006659
     -0.00010412       0.00003789
     -0.00027839       0.00004530
     -0.00255429      -0.00013566
     -0.00012931       0.00004542
     -0.00191207       0.00015184
     -0.00024551       0.00005518
     -0.00107414       0.00003963
     -0.00026743       0.00010606
     -0.00019267      -0.00002949
     -0.00497669      -0.00007485
     -0.00674529      -0.00016854
     -0.00171808       0.00015698
     -0.00380752      -0.00000847
     -0.00074942       0.00013792
     -0.00046263      -0.00008769
     -0.00011461       0.00004695
     -0.00084405       0.00008425
